localid,Language,collection,label,description ,definition,status
224,it,morfo_st,224,rilievi di bassa e media collina a pendenza media,rilievi di bassa e media collina a pendenza media,https://inspire.ec.europa.eu/registry/status/valid
225,it,morfo_st,225,ripiani e versanti a bassa e media pendenza con drenaggio scarsamente evoluto o assente,ripiani e versanti a bassa e media pendenza con drenaggio scarsamente evoluto o assente,https://inspire.ec.europa.eu/registry/status/valid
226,it,morfo_st,226,Versanti di bassa montagna a pendenza scoscesa con drenaggio subparallelo o contorto,Versanti di bassa montagna a pendenza scoscesa con drenaggio subparallelo o contorto,https://inspire.ec.europa.eu/registry/status/valid
227,it,morfo_st,227,Rilievi di media e alta collina a media e alta pendenza con drenaggio subdendritico,Rilievi di media e alta collina a media e alta pendenza con drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
228,it,morfo_st,228,"Rilievi costieri di bassa collina, a pendenza da bassa a media con drenaggio subparallelo","Rilievi costieri di bassa collina, a pendenza da bassa a media con drenaggio subparallelo",https://inspire.ec.europa.eu/registry/status/valid
229,it,morfo_st,229,"Rilievi costieri di bassa collina, a pendenza da media ad alta con drenaggio da subparallelo a subdendritico","Rilievi costieri di bassa collina, a pendenza da media ad alta con drenaggio da subparallelo a subdendritico",https://inspire.ec.europa.eu/registry/status/valid
23,it,morfo_st,23,fondivalle con drenaggio meandriforme,fondivalle con drenaggio meandriforme,https://inspire.ec.europa.eu/registry/status/valid
230,it,morfo_st,230,"Rilievi costieri di bassa e media collina, a pendenza da bassa a media con drenaggio subparallelo","Rilievi costieri di bassa e media collina, a pendenza da bassa a media con drenaggio subparallelo",https://inspire.ec.europa.eu/registry/status/valid
231,it,morfo_st,231,"Rilievi costieri di bassa e media collina, a pendenza da media ad alta con drenaggio subparallelo","Rilievi costieri di bassa e media collina, a pendenza da media ad alta con drenaggio subparallelo",https://inspire.ec.europa.eu/registry/status/valid
232,it,morfo_st,232,"Rilievi costieri di bassa e media collina, a pendenza da media ad alta con drenaggio da subparallelo a subdendritico","Rilievi costieri di bassa e media collina, a pendenza da media ad alta con drenaggio da subparallelo a subdendritico",https://inspire.ec.europa.eu/registry/status/valid
233,it,morfo_st,233,"Rilievi costieri di bassa e media collina, a pendenza da media ad alta con drenaggio subradiale","Rilievi costieri di bassa e media collina, a pendenza da media ad alta con drenaggio subradiale",https://inspire.ec.europa.eu/registry/status/valid
234,it,morfo_st,234,"Rilievi costieri di bassa e media collina, a pendenza da media ad alta con drenaggio subparallelo che raccordano altopiani carsici con drenaggio a doline","Rilievi costieri di bassa e media collina, a pendenza da media ad alta con drenaggio subparallelo che raccordano altopiani carsici con drenaggio a doline",https://inspire.ec.europa.eu/registry/status/valid
235,it,morfo_st,235,"Rilievi costieri di bassa e media collina, a pendenza da media ad alta, con superfici di spianamento marino (terrazzi marini) a drenaggio subparallelo","Rilievi costieri di bassa e media collina, a pendenza da media ad alta, con superfici di spianamento marino (terrazzi marini) a drenaggio subparallelo",https://inspire.ec.europa.eu/registry/status/valid
236,it,morfo_st,236,"Rilievi costieri di bassa, media e alta collina a pendenza da alta a scoscesa (falesie) con drenaggio subparallelo","Rilievi costieri di bassa, media e alta collina a pendenza da alta a scoscesa (falesie) con drenaggio subparallelo",https://inspire.ec.europa.eu/registry/status/valid
237,it,morfo_st,237,"Rilievi costieri di bassa, media e alta collina a pendenza media e alta, con drenaggio da subparallelo a subdendritico","Rilievi costieri di bassa, media e alta collina a pendenza media e alta, con drenaggio da subparallelo a subdendritico",https://inspire.ec.europa.eu/registry/status/valid
238,it,morfo_st,238,Rilievi di media ed alta collina a bassa e media pendenza con drenaggio da subparallelo a subdendritico,Rilievi di media ed alta collina a bassa e media pendenza con drenaggio da subparallelo a subdendritico,https://inspire.ec.europa.eu/registry/status/valid
239,it,morfo_st,239,"Rilievi di bassa montagna a pendenza da media ad alta con ripiani strutturali e/o morfologici a bassa pendenza, drenaggio subdendritico","Rilievi di bassa montagna a pendenza da media ad alta con ripiani strutturali e/o morfologici a bassa pendenza, drenaggio subdendritico",https://inspire.ec.europa.eu/registry/status/valid
24,it,morfo_st,24,"fondivalle, aree pianeggianti e depresse di bonifica idraulica con drenaggio artificiale","fondivalle, aree pianeggianti e depresse di bonifica idraulica con drenaggio artificiale",https://inspire.ec.europa.eu/registry/status/valid
240,it,morfo_st,240,Rilievi di bassa e alta montagna a pendenza da alta a scoscesa con drenaggio da subdendritico a subparallelo,Rilievi di bassa e alta montagna a pendenza da alta a scoscesa con drenaggio da subdendritico a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
241,it,morfo_st,241,Rilievi di bassa e alta montagna a pendenza da alta a scoscesa con drenaggio subparallelo,Rilievi di bassa e alta montagna a pendenza da alta a scoscesa con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
242,it,morfo_st,242,Piana alluvionale con drenaggio meandriforme e terrazzi alluvionali,Piana alluvionale con drenaggio meandriforme e terrazzi alluvionali,https://inspire.ec.europa.eu/registry/status/valid
243,it,morfo_st,243,Rilievi di media collina a bassa e media pendenza con drenaggio subparallelo,Rilievi di media collina a bassa e media pendenza con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
244,it,morfo_st,244,Rilievi di alta montagna a media ed alta pendenza e drenaggio da subparallelo a subdendritico,Rilievi di alta montagna a media ed alta pendenza e drenaggio da subparallelo a subdendritico,https://inspire.ec.europa.eu/registry/status/valid
245,it,morfo_st,245,Rilievi di media e alta collina ad alta pendenza e drenaggio angolato,Rilievi di media e alta collina ad alta pendenza e drenaggio angolato,https://inspire.ec.europa.eu/registry/status/valid
246,it,morfo_st,246,"Fondivalle e forme di aggradazione (terrazzi, conoidi, etc.) con drenaggio subparallelo a bassa e media pendenza","Fondivalle e forme di aggradazione (terrazzi, conoidi, etc.) con drenaggio subparallelo a bassa e media pendenza",https://inspire.ec.europa.eu/registry/status/valid
247,it,morfo_st,247,Altopiani di bassa e alta montagna da bassa a media pendenza con forme carsiche e drenaggio disordinato,Altopiani di bassa e alta montagna da bassa a media pendenza con forme carsiche e drenaggio disordinato,https://inspire.ec.europa.eu/registry/status/valid
248,it,morfo_st,248,Piana fluvio-glaciale,Piana fluvio-glaciale,https://inspire.ec.europa.eu/registry/status/valid
249,it,morfo_st,249,Rilievi di bassa media e alta collina a pendenza media e alta con drenaggio angolato,Rilievi di bassa media e alta collina a pendenza media e alta con drenaggio angolato,https://inspire.ec.europa.eu/registry/status/valid
25,it,morfo_st,25,"fondivalle, terrazzi e forme di aggradazione a bassa pendenza, con drenaggio subparallelo","fondivalle, terrazzi e forme di aggradazione a bassa pendenza, con drenaggio subparallelo",https://inspire.ec.europa.eu/registry/status/valid
250,it,morfo_st,250,Piana alluvionale con dossi,Piana alluvionale con dossi,https://inspire.ec.europa.eu/registry/status/valid
251,it,morfo_st,251,Piana deltizia,Piana deltizia,https://inspire.ec.europa.eu/registry/status/valid
252,it,morfo_st,252,Rilievi di media e alta collina ad alta pendenza con drenaggio subdendritico,Rilievi di media e alta collina ad alta pendenza con drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
253,it,morfo_st,253,Bassa collina a pendenza media con drenaggio da subdendritico a subparallelo,Bassa collina a pendenza media con drenaggio da subdendritico a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
254,it,morfo_st,254,Rilievi di alta collina e bassa montagna a media e alta pendenza con con tracce di glacializzazione e drenaggio angolato,Rilievi di alta collina e bassa montagna a media e alta pendenza con con tracce di glacializzazione e drenaggio angolato,https://inspire.ec.europa.eu/registry/status/valid
255,it,morfo_st,255,"Rilievi di bassa montagna a media e alta pendenza con colline, con tracce di glacializzazione e drenaggio angolato","Rilievi di bassa montagna a media e alta pendenza con colline, con tracce di glacializzazione e drenaggio angolato",https://inspire.ec.europa.eu/registry/status/valid
256,it,morfo_st,256,Rilievi di alta collina e bassa montagna a media e alta pendenza carsificati con drenaggio a doline,Rilievi di alta collina e bassa montagna a media e alta pendenza carsificati con drenaggio a doline,https://inspire.ec.europa.eu/registry/status/valid
26,it,morfo_st,26,fondovalle alluvionale,fondovalle alluvionale,https://inspire.ec.europa.eu/registry/status/valid
27,it,morfo_st,27,fondovalle alluvionale con drenaggio prevalentemente meandriforme e subordinatamente intrecciato,fondovalle alluvionale con drenaggio prevalentemente meandriforme e subordinatamente intrecciato,https://inspire.ec.europa.eu/registry/status/valid
28,it,morfo_st,28,"glacis d'accumulo, terrazzi incisi, medie e alte colline a pendenza media con drenaggio  subdendritico e subparallelo","glacis d'accumulo, terrazzi incisi, medie e alte colline a pendenza media con drenaggio  subdendritico e subparallelo",https://inspire.ec.europa.eu/registry/status/valid
29,it,morfo_st,29,piana alluvionale a forte influenza vulcanica,piana alluvionale a forte influenza vulcanica,https://inspire.ec.europa.eu/registry/status/valid
3,it,morfo_st,3,"aree pedemontane degli edifici vulcanici a bassa pendenza o pianeggianti, a drenaggio subparallelo","aree pedemontane degli edifici vulcanici a bassa pendenza o pianeggianti, a drenaggio subparallelo",https://inspire.ec.europa.eu/registry/status/valid
30,it,morfo_st,30,piana alluvionale con drenaggio meandriforme,piana alluvionale con drenaggio meandriforme,https://inspire.ec.europa.eu/registry/status/valid
304,it,morfo_st,304,"versanti delle isole vulcaniche a media ed alta pendenza, con bocche o coni vulcanici","versanti delle isole vulcaniche a media ed alta pendenza, con bocche o coni vulcanici",https://inspire.ec.europa.eu/registry/status/valid
305,it,morfo_st,305,versanti delle isole vulcaniche a pendenza bassa e media,versanti delle isole vulcaniche a pendenza bassa e media,https://inspire.ec.europa.eu/registry/status/valid
306,it,morfo_st,306,versanti delle isole a pendenza bassa e media con superfici strutturali e forme carsiche,versanti delle isole a pendenza bassa e media con superfici strutturali e forme carsiche,https://inspire.ec.europa.eu/registry/status/valid
31,it,morfo_st,31,piana alluvionale e terrazzi alluvionali,piana alluvionale e terrazzi alluvionali,https://inspire.ec.europa.eu/registry/status/valid
32,it,morfo_st,32,piana costiera con cordoni dunali e drenaggio artificiale rettificato,piana costiera con cordoni dunali e drenaggio artificiale rettificato,https://inspire.ec.europa.eu/registry/status/valid
33,it,morfo_st,33,piana costiera con cordoni dunali e dune terrazzate a drenaggio artificiale rettificato e/o arginato,piana costiera con cordoni dunali e dune terrazzate a drenaggio artificiale rettificato e/o arginato,https://inspire.ec.europa.eu/registry/status/valid
34,it,morfo_st,34,piana costiera con cordoni dunali e dune terrazzate e incise con drenaggio subparallelo,piana costiera con cordoni dunali e dune terrazzate e incise con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
35,it,morfo_st,35,piana pedemontana di apparato vulcanico,piana pedemontana di apparato vulcanico,https://inspire.ec.europa.eu/registry/status/valid
351,it,morfo_st,351,Aree depresse bonificate dei laghi costieri a drenaggio artificiale arginato e dune recenti,Aree depresse bonificate dei laghi costieri a drenaggio artificiale arginato e dune recenti,https://inspire.ec.europa.eu/registry/status/valid
352,it,morfo_st,352,"Duna antica in parte terrazzata, a drenaggio artificiale rettificato","Duna antica in parte terrazzata, a drenaggio artificiale rettificato",https://inspire.ec.europa.eu/registry/status/valid
353,it,morfo_st,353,Duna antica con incisioni e superfici a bassa e media pendenza,Duna antica con incisioni e superfici a bassa e media pendenza,https://inspire.ec.europa.eu/registry/status/valid
354,it,morfo_st,354,Rilievi di bassa e media collina a pendenza bassa e media e drenaggio da subdendritico a subparallelo,Rilievi di bassa e media collina a pendenza bassa e media e drenaggio da subdendritico a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
